2,2,2,2,2,2,64,34.48,37.93
2,2,8,2,2,8,64,49.43,49.43
2,2,16,2,2,16,64,48.28,49.43
2,2,32,2,2,32,64,49.43,50.57
2,2,64,2,2,64,64,52.87,54.02
3,2,2,3,2,2,64,52.87,52.87
3,2,8,3,2,8,64,49.43,52.87
3,2,16,3,2,16,64,54.02,56.32
3,2,32,3,2,32,64,60.92,66.67
3,2,64,3,2,64,64,70.11,70.11
5,2,2,5,2,2,64,35.63,44.83
5,2,8,5,2,8,64,52.87,55.17
5,2,16,5,2,16,64,68.97,68.97
5,2,32,5,2,32,64,68.97,68.97
5,2,64,5,2,64,64,66.67,68.97
7,2,2,7,2,2,64,42.53,49.43
7,2,8,7,2,8,64,62.07,68.97
7,2,16,7,2,16,64,64.37,66.67
7,2,32,7,2,32,64,74.71,74.71
7,2,64,7,2,64,64,70.11,74.71
10,2,2,10,2,2,64,45.98,50.57
10,2,8,10,2,8,64,60.92,65.52
10,2,16,10,2,16,64,68.97,70.11
10,2,32,10,2,32,64,66.67,70.11
10,2,64,10,2,64,64,66.67,72.41
