7,2,4,7,2,4,64,59.77,59.77
7,2,4,7,2,8,64,55.17,63.22
7,2,4,7,2,16,64,62.07,64.37
7,2,4,7,2,32,64,62.07,66.67
7,2,4,7,2,64,64,66.67,66.67
7,2,8,7,2,4,64,58.62,67.82
7,2,8,7,2,8,64,65.52,65.52
7,2,8,7,2,16,64,59.77,63.22
7,2,8,7,2,32,64,70.11,71.26
7,2,8,7,2,64,64,68.97,68.97
7,2,16,7,2,4,64,57.47,67.82
7,2,16,7,2,8,64,64.37,65.52
7,2,16,7,2,16,64,71.26,72.41
7,2,16,7,2,32,64,66.67,70.11
7,2,16,7,2,64,64,71.26,73.56
7,2,32,7,2,4,64,67.82,67.82
7,2,32,7,2,8,64,73.56,73.56
7,2,32,7,2,16,64,67.82,68.97
7,2,32,7,2,32,64,72.41,72.41
7,2,32,7,2,64,64,67.82,73.56
7,2,64,7,2,4,64,64.37,66.67
7,2,64,7,2,8,64,67.82,67.82
7,2,64,7,2,16,64,68.97,72.41
7,2,64,7,2,32,64,64.37,73.56
7,2,64,7,2,64,64,68.97,75.86
